,Headline,Body ID,Stance
18072,An accidental delivery of arms to the Islamic State and the problem with airdrops,2307,agree
18073,’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,1680,unrelated
18074,Man chops off own penis after being dumped by his girlfriend,975,unrelated
18075,SEE IT: California homeless man uses $100 gift to give food to others,618,unrelated
18078,NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2492,unrelated
18080,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,1549,unrelated
18081,Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1921,unrelated
18082,Luke Somers 'killed in failed rescue attempt in Yemen',2377,unrelated
18083,"Vice's Shane Smith drops $300,000 on Vegas dinner",2111,discuss
18084,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1295,unrelated
18085,ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,1489,discuss
18086,Homeless man who received a meal and hotel stay after spending $100 donation on food for friends insists it was NOT a hoax – despite new witness insisting there was no way he could have been secretly filmed,742,unrelated
18088,"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",1077,unrelated
18089,Monster catfish which looks big enough to swallow a man whole caught in Italy,2196,agree
18091,"No, Jordan's King Abdullah II is not personally flying planes against Isis",773,unrelated
18093,"A Vice Guide To Spending $300,000 On Dinner",2070,unrelated
18095,BREAKING NEWS: Baseball star Jose Canseco hurt in accidental shooting,744,unrelated
18096,Christian Bale in Talks to Star in Sony's Steve Jobs Film,1854,unrelated
18097,Are Rumors of the Apple Watch in Feb True?,722,discuss
18098,Christian Bale in Talks to Play Steve Jobs (Exclusive),1131,discuss
18100,Islamic State using 'SCORPION bombs' to terrorise victims,11,unrelated
18101,An audio recording of the Michael Brown shooting has reportedly surfaced,1715,discuss
18102,ISIS militants trick mother into ‘eating her kidnapped son’,720,unrelated
18104,WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1022,unrelated
18106,Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2296,unrelated
18107,Woman Stays In KFC For A Week To Get Over Her Break-Up,1473,unrelated
18108,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,917,unrelated
18109,"Meteorite makes big crater in Nicaragua, government says",966,agree
18110,"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",818,unrelated
18111,Duped again: Macaulay Culkin is not dead,2326,agree
18113,US confirms death of Somalia terror group leader,226,agree
18114,Experts: More facts needed on purported audio recording of Michael Brown shooting,2313,unrelated
18116,"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",320,unrelated
18117,"Jihadi John named as Mohammed Emwazi, from west London",1384,unrelated
18118,"Despite ceasefire announcement, new Boko Haram attacks reported",2078,unrelated
18120,"Are missing students in mass graves found near Iguala, Mexico?",1156,discuss
18121,Vandal paints penis on £1.5million Bugatti Veyron,1435,unrelated
18122,Amazon.com to open first physical store in Manhattan: DJ,225,unrelated
18123,Iraqi media: ISIS militants have contracted Ebola,1807,discuss
18124,20-Year-Old Quarter Pounder Looks About the Same,1921,unrelated
18125,Nigeria and Boko Haram 'agree ceasefire and girls' release',1506,unrelated
18126,"Tour, agent: Tiger Woods not banned",1735,unrelated
18129,"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",1949,discuss
18130,ISIS cracks down on five confirmed Ebola cases among fighters: official,1019,unrelated
18132,Apple Watch mass production kicks off in January: Report,1760,unrelated
18133,That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1217,discuss
18134,One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,819,unrelated
18135,"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",787,unrelated
18136,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1982,unrelated
18137,Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,1329,discuss
18139,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1459,discuss
18140,"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",382,unrelated
18142,Conflicting reports on alleged IS capture of Canadian woman,2445,unrelated
18143,Shots Heard In Alleged Brown Shooting Recording [AUDIO],456,unrelated
18144,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1439,unrelated
18146,Boko Haram denies ceasefire claim by Nigeria's government,2463,discuss
18148,James Foley Killer ‘Jihadi John’ Believed to Be Former London Rapper Abdel-Majed Abdel Bary,1435,unrelated
18149,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",858,unrelated
18151,‘Feminist’ says she aborted baby because it was a boy,2526,discuss
18152,Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,891,unrelated
18154,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',1950,unrelated
18155,Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,87,unrelated
18156,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1720,unrelated
18157,ISIS Hostage Alan Henning's Wife Invokes Sharia Law in New Plea,760,unrelated
18158,Ottawa Shooting: Soldier Shot at Canada's National War Memorial,1988,unrelated
18159,India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',2483,unrelated
18160,A bunch of cool health features were cut from the Apple Watch at the last minute,1179,unrelated
18161,BREAKING: ISIS Beheads American Journalist James Wright Foley,2070,unrelated
18162,Meteorite 'caused mysterious boom in Nicaragua',1795,unrelated
18163,The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,2520,unrelated
18164,ISIS cracks down on five confirmed Ebola cases among fighters: official,2197,unrelated
18165,New Audio Shows Michael Brown Was Shot at 11 Times,1921,unrelated
18167,Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,2115,unrelated
18168,iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,545,unrelated
18169,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,2252,unrelated
18170,Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,423,discuss
18171,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1637,unrelated
18172,Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,2338,discuss
18173,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1933,unrelated
18174,"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",643,unrelated
18175,SEE IT: California homeless man uses $100 gift to give food to others,742,unrelated
18177,"Don't Worry, 'The Breakfast Club' Star Judd Nelson Is Not Dead",1349,unrelated
18178,Meteor Leaves 40-Foot Crater Near Managua's Airport,40,unrelated
18179,"'A wonderful, wonderful sound': Man breaks down after hearing voicemail from his late wife that was lost for 14 years",2227,unrelated
18180,Report: Taliban Detainee Swapped for Bowe Bergdahl Suspected of Trying to Return to Terrorism,1251,unrelated
18181,"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",266,discuss
18183,Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,2124,unrelated
18184,"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2261,unrelated
18186,"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",1024,unrelated
18187,Small Meteorite Strikes in Nicaragua's Capital City of Managua,966,agree
18188,Saudi cleric says snowmen are anti-Islamic,417,agree
18189,The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,633,unrelated
18191,Nigeria says ceasefire agreed with Boko Haram,1372,unrelated
18192,Bali Awry,43,unrelated
18193,"A message from Jim's mom, Diane Foley:",1295,unrelated
18195,Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),2377,unrelated
18196,"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",2385,unrelated
18197,Christian Bale won't play Steve Jobs,1234,unrelated
18198,"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1877,unrelated
18199,"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",2022,unrelated
18201,Ferguson riots: audio may have captured Michael Brown shooting,1564,discuss
18202,Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1515,agree
18203,Al Qaida hostage killed in raid,634,unrelated
18204,NET Extra: Back-from-the-dead Catholic priest claims God is a female,1605,unrelated
18205,Breaking: Soldier shot at National War Memorial in Ottawa,1921,unrelated
18206,Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,882,unrelated
18207,ISIS Militants Allegedly Contracted Ebola,2115,unrelated
18208,Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2022,unrelated
18209,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",93,unrelated
18211,DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1948,unrelated
18212,James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,945,unrelated
18213,Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1926,discuss
18214,Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1981,agree
18216,Report: Tom Brokaw Wants Brian Williams Fired,1545,unrelated
18218,Hunt for 'cruel' owner who abandoned dog at train station,304,unrelated
18220,Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,220,unrelated
18221,Islamic State claims to have beheaded American journalist,903,discuss
18222,KFC Locations In Colorado To Begin Selling Marijuana,1826,unrelated
18223,Son pays off his parents' mortgage in a heartwarming Christmas video,1933,unrelated
18224,Crank-Boosting Behind Top Apps in App Store,515,agree
18225,"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1034,unrelated
18226,"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",1966,discuss
18230,REPORT: Apple Isn't Happy With The Battery Life Of Its New Smartwatch,2161,unrelated
18231,"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",534,unrelated
18232,Apple Watch delayed for February in limited quantity,1908,agree
18233,Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1427,unrelated
18234,ISIS Militants Allegedly Contracted Ebola,2296,unrelated
18235,"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",2318,discuss
18237,What Glenn Beck Fears May Be Done With the 11 Missing Jets,1489,unrelated
18238,Kurds fear Isis use of chemical weapon in Kobani,483,unrelated
18239,This Woman Is Wrongly Being Called A Sexual Predator After Her Private Sex Tape Was Used For A Hoax,822,unrelated
18240,India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',648,unrelated
18241,Report: Christian Bale Just Bailed on the Steve Jobs Movie,281,unrelated
18242,"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1152,discuss
18243,Who Should Play Steve Jobs Now That Christian Bale Quit?,1234,unrelated
18244,Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,1871,unrelated
18245,Isis tells mother on rescue mission :’You’ve just eaten your son’,2102,unrelated
18246,Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,1541,unrelated
18247,There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,1071,discuss
18248,Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],817,unrelated
18249,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,1252,unrelated
18250,6 Islamist militants killed in US attack in Somalia,2404,unrelated
18251,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1446,discuss
18252,Purdon Ebola Hoax: ‘Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus’ Article is Fake,1467,agree
18253,Rat problem worsens at One World Trade Center offices of Conde Nast,639,unrelated
18254,Reports say North Korea's Kim insists on being the only Jong Un,1678,discuss
18255,Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,40,unrelated
18256,$YUM Serving Up #Marijuana & Fried Chicken,882,unrelated
18257,Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,40,unrelated
18259,DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,365,unrelated
18260,Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2016,unrelated
18261,Islamic State Flying Three Jets in Syria,2342,unrelated
18263,'There is no limit to their depravity' Islamic State FEED mother her own SON,1948,unrelated
18265,"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",119,unrelated
18266,HORROR: ISIS Fighters Have Reportedly Contracted Ebola,754,unrelated
18269,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2045,unrelated
18270,Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,630,discuss
18271,This Kid Made $72 Million During Lunch,1987,discuss
18272,Islamic State using 'SCORPION bombs' to terrorise victims,1905,unrelated
18273,"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",480,unrelated
18274,ISIL militant 'Jihadi John' named by media,2501,unrelated
18275,Jordan’s King Abdullah Did Not Personally Fly Airstrikes On ISIS,1365,unrelated
18276,Sadly Vladimir Putin Hasn’t Been Driving Round In A Motorcade Shaped Like A Penis,944,unrelated
18277,Nun 'has surprise baby' after complaining of stomach pains,1307,discuss
18278,Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1857,unrelated
18279,WHO investigates media reports ISIS fighters contracted Ebola,1013,unrelated
18280,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",971,unrelated
18281,Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,945,discuss
18282,Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1439,unrelated
18283,Comcast Says You Can Keep Your Tor,900,unrelated
18284,NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,240,unrelated
18285,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State,573,unrelated
18286,The baby from Teletubbies reveals herself,1834,unrelated
18287,Video shows ISIL beheading of photojournalist James Foley,2067,agree
18288,Homeland Security says terrorists haven't crossed U.S-Mexico border,130,unrelated
18289,Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,999,discuss
18290,"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",2296,unrelated
18291,ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1679,discuss
18292,GRAPHIC CONTENT: Girl sneers at man's tiny penis so he CHOPS IT OFF and bins it,1249,unrelated
18293,Conde Nast's rat problem at One World Trade Centre: From red carpets to rodent droppings,1619,discuss
18294,Predator Drone Reportedly Spotted Over ISIS Hotbed in Syria; Airstrikes Hit ISIS Targets,2367,unrelated
18295,NET Extra: Back-from-the-dead Catholic priest claims God is a female...,478,unrelated
18296,Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,719,unrelated
18297,ISIS Beheads American Journalist James Foley in Video Message to U.S.,2261,unrelated
18298,Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1166,unrelated
18299,"Meteorite makes big crater in Nicaragua, government says",40,unrelated
18300,See the Crater a Meteorite Made in Nicaragua,1071,unrelated
18301,Nicaraguan commission on possible meteorite crash presents rock samples,1900,unrelated
18302,Country Music Legend Willie Nelson Dies at Age 81,1383,unrelated
18303,Nicaragua Meteorite Impact Theory May Be Meteor-wrong,1678,unrelated
18305,Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1949,unrelated
18306,Large space object slams Nicaragua’s capital as asteroid passes Earth,345,unrelated
18307,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,702,unrelated
18308,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1815,unrelated
18309,Catholic Priest Claims God Is Female After Clinically Dead Experience,2328,unrelated
18311,Report: 4 ISIS Terrorists Caught at Southern Border in 36 Hrs,80,unrelated
18312,Dog abandoned at Scottish rail station with suitcase full of belongings  Read more: http://www.ctvnews.ca/world/dog-abandoned-at-scottish-rail-station-with-suitcase-full-of-belongings-1.2175026#ixzz3O9Shc1IO,1966,unrelated
18313,"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",1829,unrelated
18316,Sugarhill Gang rapper Big Bank Hank dies at age 57,1190,agree
18317,Strange mark turns out to be tropical spider burrowing under vacationer's skin,1826,unrelated
18318,"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",1221,unrelated
18319,BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2070,unrelated
18320,"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2501,agree
18321,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1670,unrelated
18322,Teen Makes $72 Million on the Stock Market,2009,unrelated
18323,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,472,unrelated
18324,Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,36,unrelated
18325,Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,2106,discuss
18326,Insurgents killed in Nigeria despite alleged truce with Boko Haram,2078,unrelated
18327,Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1295,unrelated
18328,Mirfield man's tears of joy after lost voicemail of wife retrieved,1864,unrelated
18329,Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,1277,unrelated
18331,Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',938,discuss
18334,"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",62,unrelated
18335,An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,2250,discuss
18336,Latest iOS 8 bug reportedly causes unwanted deletion of iCloud Drive documents,81,unrelated
18337,'Jihadi John' named as Mohammed Emwazi from London,1642,unrelated
18338,"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",568,unrelated
18339,Seth Rogen Is Woz,1524,unrelated
18340,Mexican investigators fear mass grave might hold 43 missing students,1213,unrelated
18341,Al Qaida hostage killed in raid,1988,discuss
18342,"Christian Bale in talks to play Steve Jobs for Sony, Danny Boyle",1077,unrelated
18343,Lebanon 'holding IS leader's daughter and ex-wife',281,discuss
18344,"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1011,discuss
18345,Cheese blamed for North Korean leader Kim Jong-un's broken ankles,2022,discuss
18347,Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,882,unrelated
18349,ISIS fighters seize weapons airdrop meant for Kurds,2016,unrelated
18350,Video messaging service verifies timing of CNN audio recording,1786,unrelated
18351,CPWD official sacked for absence from duty for 25 years,1213,unrelated
18352,Small Meteorite Strikes in Nicaragua's Capital City of Managua,1948,unrelated
18353,Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1374,unrelated
18354,U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1835,discuss
18355,Nun gives birth to surprise baby after complaining of stomach pains,116,agree
18357,Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1070,agree
18358,"US, UK eye rapper as British-born militant who beheaded journalist James Foley",2434,unrelated
18359,South Korea: Kim Jong Un had ankle surgery to remove cyst,2087,unrelated
18360,Macaulay Culkin dead hoax: Fake death report spreads on social networks,2240,unrelated
18361,Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2296,unrelated
18362,Rapper identified as James Foley's executioner: reports,626,unrelated
18363,"Boko Haram agrees to ceasefire, release of school girls",837,disagree
18364,Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,1787,unrelated
18365,"No, Saudi TV Did Not Blur Out Images of Michelle Obama",2130,unrelated
18366,Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,2230,unrelated
18368,KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,331,unrelated
18369,Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,524,unrelated
18370,ISIS fighters ‘have contracted Ebola’,2025,discuss
18371,"Boko Haram claims to have German hostage, denies ceasefire",1400,unrelated
18372,Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',777,unrelated
18373,Video shows ISIL beheading of photojournalist James Foley,533,unrelated
18374,"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",2240,unrelated
18375,Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,720,agree
18376,Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,2084,unrelated
18377,Missing Mexican students 'not found in mass grave',1338,unrelated
18378,SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,2367,unrelated
18379,Michael Brown shooting audio caught on tape?,1715,discuss
18380,Jihadi John identity revealed as Mohammed Emwazi: live,1939,discuss
18381,Soldier shot near Canadian parliament building,527,unrelated
18382,Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas,303,unrelated
18384,NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2009,unrelated
18385,ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1034,unrelated
18386,"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1125,unrelated
18387,Isilkulskom student has gained superhero powers after shock,2067,unrelated
18388,An accidental delivery of arms to the Islamic State and the problem with airdrops,2509,discuss
18389,Islamic State using 'SCORPION bombs' to terrorise victims,2526,unrelated
18391,Not coming to a store near you: The pumpkin spice condom,373,unrelated
18392,Nicaraguan commission on possible meteorite crash presents rock samples,1917,unrelated
18394,GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,226,unrelated
18395,WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),692,disagree
18396,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1680,discuss
18397,Cameron vows to hunt down IS 'monsters' after Haines murder,2034,unrelated
18398,It’s About To Get Harder To Be Arrested For Pot Possession In New York City,221,unrelated
18399,"And finally: Apple Watch to launch 9 March with 100,000 apps",1311,unrelated
18400,Comcast Says You Can Keep Your Tor,472,unrelated
18401,Mexico police find mass grave near site 43 students vanished,1849,unrelated
18402,Christian Bale Drops Out of Steve Jobs Biopic,1846,agree
18403,US officials: Video shows American's execution,1358,unrelated
18404,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,2070,unrelated
18407,Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,2423,agree
18409,Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,2398,agree
18410,Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,676,unrelated
18411,"Gold Apple Watch Edition Could Cost As Much As $1,200",1948,unrelated
18412,'Jihadi John': Isis fighter named as Mohammed Emwazi from west London,1338,unrelated
18413,U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1649,discuss
18414,Airport worker strips naked at Russian airport,989,unrelated
18415,Audio of gunfire in Michael Brown case authenticated by app company,757,unrelated
18417,A bunch of cool health features were cut from the Apple Watch at the last minute,649,unrelated
18418,Islamic State 'training pilots to fly fighter jets',2342,unrelated
18421,ISIS leader ‘killed’ in US airstrikes,2307,unrelated
18422,Vice CEO Throws Down $300K on Lavish Vegas Dinner,832,unrelated
18423,"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",2192,unrelated
18424,"Paradise is open to all, even dogs, Pope tells boy",26,unrelated
18425,"If you really believed Colorado KFCs were selling pot, here’s a reality check",1973,discuss
18426,Hunt for 'cruel' owner who abandoned dog at train station,2022,unrelated
18427,Texas Truck Winds Up in Syria With Islamic Militants,2280,discuss
18428,White House Fence Jumper Actually Made It Pretty Far Inside,1840,agree
18429,KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1535,unrelated
18430,Canadian Soldier Shot At Ottawa War Memorial: Report,2347,discuss
18431,Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1271,unrelated
18432,Scientists Doubt That Meteor Caused Crater In Nicaragua,388,unrelated
18433,"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",573,unrelated
18434,Axl Rose Found Dead of Sh*tty Hoax Website at Age 52,1180,unrelated
18435,"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",2111,discuss
18436,Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2313,unrelated
18437,"Rare meteorite impact causes blast in Nicaragua's capital, Managua",757,unrelated
18438,Putin’s motorcade looks suspiciously like a massive…,2069,disagree
18440,Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1461,unrelated
18442,The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1438,unrelated
18443,"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",2102,unrelated
18444,"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1349,agree
18446,Nigeria and Boko Haram 'agree ceasefire and girls' release',2191,discuss
18447,Video messaging service verifies timing of CNN audio recording,1715,discuss
18448,Eyewitness Says Viral Video of Homeless Man Was Staged,1971,agree
18449,MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,722,unrelated
18450,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,1905,unrelated
18452,CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1299,unrelated
18453,Saudi cleric condemns snowmen as anti-Islamic,373,unrelated
18454,"Video showing American journalist beheaded believed real, officials and family say",539,unrelated
18455,Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),305,unrelated
18458,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1737,discuss
18459,Government fires employee who skipped work for 24 years,2045,unrelated
18460,ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,533,unrelated
18462,"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1436,unrelated
18463,No One In North Korea Is Allowed To Share Kim Jong Un's Name,1678,agree
18464,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),1398,discuss
18465,Boko Haram denies ceasefire claim by Nigeria's government,1506,unrelated
18466,Catholic Priest Claims God Is Female After Clinically Dead Experience,2296,unrelated
18467,Hundreds of Palestinians flee floods in Gaza as Israel opens dams,1803,agree
18468,Mexico police find mass grave near site 43 students vanished,2385,unrelated
18469,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1744,discuss
18470,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,26,unrelated
18471,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1628,unrelated
18472,"Dead for 48 minutes, this Catholic Priest claims God is female",478,unrelated
18474,MACAULAY CULKIN IS THE LATEST VICTIM OF A CELEBRITY DEATH HOAX — AND THESE 9 STARS KNOW EXACTLY HOW HE FEELS!,1502,unrelated
18475,North Korean leader Kim Jong-un to open restaurant in Scotland,1143,unrelated
18477,"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",2296,unrelated
